Category,Type,Subcategory,Sub-Subcategory,Mechanical Property Data Source(s),Name,Treatment or Temper,Treatment Temperature (F),Treatment Temperature (C),Minimum Ultimate Tensile Strength (psi),Maximum Ultimate Tensile Strength (psi),Ultimate Tensile Strength (psi),Minimum Yield Strength (psi),Maximum Yield Strength (psi),Yield Strength (psi),Minimum Ultimate Tensile Strength (MPa),Maximum Ultimate Tensile Strength (MPa),Ultimate Tensile Strength (MPa),Minimum Yield Strength (MPa),Maximum Yield Strength (MPa),Yield Strength (MPa),Minimum Elongation (%),Maximum Elongation (%),Elongation (%),Reduction in Cross Sectional Area (%),Brinell Hardness,Rockwell Hardness,Izod Impact Strength (Ft-lb),Izod Impact Strength (N-m),Water Quenched?,Ultimate Shearing Strength (ksi),Ultimate Shearing Strength (Mpa),Endurance limit (ksi),Endurance limit (MPa)
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",222.0-O,,,,,,23000.0,,,,,,158.6,,,,,,,80.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",222.0-T61,,,,,,30000.0,,,,,,206.8,,,,,,,115.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",242.0-O,,,,,,23000.0,,,,,,158.6,,,,,,,70.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",242.0-T571,,,,,,29000.0,,,,,,199.9,,,,,,,85.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",242.0-T61,,,,,,32000.0,,,20000.0,,,220.6,,,137.9,,,,105.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",242.0-T77,,,,,,24000.0,,,13000.0,,,165.5,,,89.6,,,1.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",295.0-T4,,,,,,29000.0,,,13000.0,,,199.9,,,89.6,,,6.0,60.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",295.0-T6,,,,,,32000.0,,,20000.0,,,220.6,,,137.9,,,3.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",295.0-T62,,,,,,36000.0,,,28000.0,,,248.2,,,193.1,,,,95.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",295.0-T7,,,,,,29000.0,,,16000.0,,,199.9,,,110.3,,,3.0,70.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",319.0-F,,,,,,23000.0,,,13000.0,,,158.6,,,89.6,,,1.5,70.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",319.0-T5,,,,,,25000.0,,,,,,172.4,,,,,,,80.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",319.0-T6,,,,,,31000.0,,,20000.0,,,213.7,,,137.9,,,1.5,80.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",328.0-F,,,,,,25000.0,,,14000.0,,,172.4,,,96.5,,,1.0,60.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",328.0-T6,,,,,,34000.0,,,21000.0,,,234.4,,,144.8,,,1.0,80.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",355.0-T51,,,,,,25000.0,,,18000.0,,,172.4,,,124.1,,,,65.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",355.0-T6,,,,,,32000.0,,,20000.0,,,220.6,,,137.9,,,2.0,87.5,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",355.0-T7,,,,,,35000.0,,,,,,241.3,,,,,,,85.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",355.0-T71,,,,,,30000.0,,,22000.0,,,206.8,,,151.7,,,,77.5,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",C355.0.0-T6,,,,,,36000.0,,,25000.0,,,248.2,,,172.4,,,2.5,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-F,,,,,,19000.0,,,,,,131.0,,,,,,2.0,55.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-T51,,,,,,23000.0,,,16000.0,,,158.6,,,110.3,,,,60.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-T6,,,,,,30000.0,,,20000.0,,,206.8,,,137.9,,,3.0,72.5,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-T7,,,,,,31000.0,,,29000.0,,,213.7,,,199.9,,,,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-T71,,,,,,25000.0,,,18000.0,,,172.4,,,124.1,,,3.0,60.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",A356.0.0-T6,,,,,,34000.0,,,24000.0,,,234.4,,,165.5,,,3.5,87.5,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",443.0-F,,,,,,17000.0,,,7000.0,,,117.2,,,48.3,,,3.0,40.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",B443.0.0-F,,,,,,17000.0,,,6000.0,,,117.2,,,41.4,,,3.0,40.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",512.0-F,,,,,,17000.0,,,10000.0,,,117.2,,,68.9,,,,50.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",514.0-F,,,,,,22000.0,,,9000.0,,,151.7,,,62.1,,,6.0,50.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",520.0-T4c,,,,,,42000.0,,,22000.0,,,289.6,,,151.7,,,12.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",535.0-F or T5,,,,,,35000.0,,,18000.0,,,241.3,,,124.1,,,9.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",705.0-F or T5,,,,,,30000.0,,,17000.0,,,206.8,,,117.2,,,5.0,65.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",707.0-T5,,,,,,33000.0,,,22000.0,,,227.5,,,151.7,,,2.0,85.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",707.0-T7,,,,,,37000.0,,,30000.0,,,255.1,,,206.8,,,1.0,80.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",710.0-F or T5,,,,,,32000.0,,,20000.0,,,220.6,,,137.9,,,2.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",712.0-F or T5,,,,,,34000.0,,,25000.0,,,234.4,,,172.4,,,4.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",713.0-F or T5,,,,,,32000.0,,,22000.0,,,220.6,,,151.7,,,3.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T5,,,,,,42000.0,,,38000.0,,,289.6,,,262.0,,,1.5,100.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T51,,,,,,32000.0,,,27000.0,,,220.6,,,186.2,,,3.0,85.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T52,,,,,,36000.0,,,30000.0,,,248.2,,,206.8,,,1.5,85.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T53,,,,,,36000.0,,,27000.0,,,248.2,,,186.2,,,1.5,,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T6,,,,,,42000.0,,,35000.0,,,289.6,,,241.3,,,5.0,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T71,,,,,,48000.0,,,45000.0,,,330.9,,,310.3,,,2.0,120.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",850.0-T5,,,,,,16000.0,,,,,,110.3,,,,,,5.0,45.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",851.0-T5,,,,,,17000.0,,,,,,117.2,,,,,,3.0,45.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",204.0-T4,,,,,,48000.0,,,29000.0,,,330.9,,,199.9,,,8.0,,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",208.0-T4,,,,,,33000.0,,,15000.0,,,227.5,,,103.4,,,4.5,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",208.0-T6,,,,,,35000.0,,,22000.0,,,241.3,,,151.7,,,2.0,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",208.0-T7,,,,,,33000.0,,,16000.0,,,227.5,,,110.3,,,3.0,80.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",222.0-T551,,,,,,30000.0,,,,,,206.8,,,,,,,115.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",222.0-T65,,,,,,40000.0,,,,,,275.8,,,,,,,140.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",242.0-T571,,,,,,34000.0,,,,,,234.4,,,,,,,105.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",242.0-T61,,,,,,40000.0,,,,,,275.8,,,,,,,110.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",296.0-T6,,,,,,35000.0,,,,,,241.3,,,,,,2.0,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",308.0-F,,,,,,24000.0,,,,,,165.5,,,,,,,70.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",319.0-F,,,,,,28000.0,,,14000.0,,,193.1,,,96.5,,,1.5,85.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",319.0-T6,,,,,,34000.0,,,,,,234.4,,,,,,2.0,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",332.0-T5,,,,,,31000.0,,,,,,213.7,,,,,,,105.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",333.0-F,,,,,,28000.0,,,,,,193.1,,,,,,,82.5,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",333.0-T5,,,,,,30000.0,,,,,,206.8,,,,,,,87.5,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",333.0-T6,,,,,,35000.0,,,,,,241.3,,,,,,,100.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",333.0-T7,,,,,,31000.0,,,,,,213.7,,,,,,,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",336.0-T551,,,,,,31000.0,,,,,,213.7,,,,,,,105.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",336.0-T65,,,,,,40000.0,,,,,,275.8,,,,,,,125.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",354.0-T61,,,,,,48000.0,,,37000.0,,,330.9,,,255.1,,,3.0,,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",354.0-T62,,,,,,52000.0,,,42000.0,,,358.5,,,289.6,,,2.0,,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T51,,,,,,27000.0,,,,,,186.2,,,,,,,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T6,,,,,,37000.0,,,,,,255.1,,,,,,1.5,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T62,,,,,,42000.0,,,,,,289.6,,,,,,,105.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T7,,,,,,36000.0,,,,,,248.2,,,,,,,85.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T71,,,,,,34000.0,,,27000.0,,,234.4,,,186.2,,,,80.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",C355.0.0-T61,,,,,,40000.0,,,30000.0,,,275.8,,,206.8,,,3.0,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",356.0-F,,,,,,21000.0,,,,,,144.8,,,,,,3.0,55.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",356.0-T51,,,,,,25000.0,,,,,,172.4,,,,,,,70.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",356.0-T6,,,,,,33000.0,,,22000.0,,,227.5,,,151.7,,,3.0,80.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",356.0-T7,,,,,,25000.0,,,,,,172.4,,,,,,3.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",356.0-T71,,,,,,25000.0,,,,,,172.4,,,,,,3.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",A356.0.0-T61,,,,,,37000.0,,,26000.0,,,255.1,,,179.3,,,5.0,85.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",357.0-T6,,,,,,45000.0,,,,,,310.3,,,,,,3.0,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",A357.0.0-T61,,,,,,45000.0,,,36000.0,,,310.3,,,248.2,,,3.0,100.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",359.0-T61,,,,,,45000.0,,,34000.0,,,310.3,,,234.4,,,4.0,90.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",359.0-T62,,,,,,47000.0,,,38000.0,,,324.1,,,262.0,,,3.0,100.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",443.0-F,,,,,,21000.0,,,7000.0,,,144.8,,,48.3,,,2.0,45.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",B443.0.0-F,,,,,,21000.0,,,6000.0,,,144.8,,,41.4,,,2.5,45.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",A444.0.0-T4,,,,,,20000.0,,,,,,137.9,,,,,,20.0,,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",513.0-F,,,,,,22000.0,,,12000.0,,,151.7,,,82.7,,,2.5,60.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",535.0-F,,,,,,35000.0,,,18000.0,,,241.3,,,124.1,,,8.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",705.0-T5,,,,,,37000.0,,,17000.0,,,255.1,,,117.2,,,10.0,70.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",707.0-T7,,,,,,45000.0,,,35000.0,,,310.3,,,241.3,,,3.0,95.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",711.0-T1,,,,,,28000.0,,,18000.0,,,193.1,,,124.1,,,7.0,70.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",713.0-T5,,,,,,32000.0,,,22000.0,,,220.6,,,151.7,,,4.0,75.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",850.0-T5,,,,,,18000.0,,,,,,124.1,,,,,,8.0,45.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",851.0-T5,,,,,,17000.0,,,,,,117.2,,,,,,3.0,45.0,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",851.0-T6,,,,,,18000.0,,,,,,124.1,,,,,,8.0,,,,,,,,,,
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",852.0-T5,,,,,,27000.0,,,,,,186.2,,,,,,3.0,70.0,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1060-O,,,,,,10000.0,,,4000.0,,,68.9,,,27.6,,,43.0,19.0,,,,,7.0,48.3,3.0,20.7,142.6
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1060-H12,,,,,,12000.0,,,11000.0,,,82.7,,,75.8,,,16.0,23.0,,,,,8.0,55.2,4.0,27.6,190.2
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1060-H14,,,,,,14000.0,,,13000.0,,,96.5,,,89.6,,,12.0,26.0,,,,,9.0,62.1,5.0,34.5,237.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1060-H16,,,,,,16000.0,,,15000.0,,,110.3,,,103.4,,,8.0,30.0,,,,,10.0,68.9,6.5,44.8,309.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1060-H18,,,,,,19000.0,,,18000.0,,,131.0,,,124.1,,,6.0,35.0,,,,,11.0,75.8,6.5,44.8,309.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1100-O,,,,,,13000.0,,,5000.0,,,89.6,,,34.5,,,40.0,23.0,,,,,9.0,62.1,5.0,34.5,237.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1100-H12,,,,,,16000.0,,,15000.0,,,110.3,,,103.4,,,18.5,28.0,,,,,10.0,68.9,6.0,41.4,285.2
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1100-H14,,,,,,18000.0,,,17000.0,,,124.1,,,117.2,,,14.5,32.0,,,,,11.0,75.8,7.0,48.3,332.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1100-H16,,,,,,21000.0,,,20000.0,,,144.8,,,137.9,,,11.5,38.0,,,,,12.0,82.7,9.0,62.1,427.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1100-H18,,,,,,24000.0,,,22000.0,,,165.5,,,151.7,,,10.0,44.0,,,,,13.0,89.6,9.0,62.1,427.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1350-O,,,,,,12000.0,,,4000.0,,,82.7,,,27.6,,,,,,,,,8.0,55.2,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1350-H12,,,,,,14000.0,,,12000.0,,,96.5,,,82.7,,,,,,,,,9.0,62.1,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1350-H14,,,,,,16000.0,,,14000.0,,,110.3,,,96.5,,,,,,,,,10.0,68.9,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1350-H16,,,,,,18000.0,,,16000.0,,,124.1,,,110.3,,,,,,,,,11.0,75.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",1350-H19,,,,,,27000.0,,,24000.0,,,186.2,,,165.5,,,,,,,,,15.0,103.4,7.0,48.3,332.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2011-T3,,,,,,55000.0,,,43000.0,,,379.2,,,296.5,,,15.0,95.0,,,,,32.0,220.6,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2011-T8,,,,,,59000.0,,,45000.0,,,406.8,,,310.3,,,12.0,100.0,,,,,35.0,241.3,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2014-O,,,,,,27000.0,,,14000.0,,,186.2,,,96.5,,,18.0,45.0,,,,,18.0,124.1,13.0,89.6,618.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2014-T4, T451",,,,,,62000.0,,,42000.0,,,427.5,,,289.6,,,20.0,105.0,,,,,38.0,262.0,20.0,137.9,950.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2014-T6, T651",,,,,,70000.0,,,60000.0,,,482.6,,,413.7,,,13.0,135.0,,,,,42.0,289.6,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2014-O,,,,,,25000.0,,,10000.0,,,172.4,,,68.9,,,21.0,,,,,,18.0,124.1,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2014-T3,,,,,,63000.0,,,40000.0,,,434.4,,,275.8,,,20.0,,,,,,37.0,255.1,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","Alclad 2014-T4, T451",,,,,,61000.0,,,37000.0,,,420.6,,,255.1,,,22.0,,,,,,37.0,255.1,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","Alclad 2014-T6, T651",,,,,,68000.0,,,60000.0,,,468.8,,,413.7,,,10.0,,,,,,41.0,282.7,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2017-O,,,,,,26000.0,,,10000.0,,,179.3,,,68.9,,,22.0,45.0,,,,,18.0,124.1,13.0,89.6,618.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2017-T4, T451",,,,,,62000.0,,,40000.0,,,427.5,,,275.8,,,22.0,105.0,,,,,38.0,262.0,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2018-T61,,,,,,61000.0,,,46000.0,,,420.6,,,317.2,,,12.0,120.0,,,,,39.0,268.9,17.0,117.2,808.1
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2024-O,,,,,,27000.0,,,11000.0,,,186.2,,,75.8,,,21.0,47.0,,,,,18.0,124.1,13.0,89.6,618.0
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2024-T3,,,,,,70000.0,,,50000.0,,,482.6,,,344.7,,,18.0,120.0,,,,,41.0,282.7,20.0,137.9,950.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2024-T4, T351",,,,,,68000.0,,,47000.0,,,468.8,,,324.1,,,19.5,120.0,,,,,41.0,282.7,20.0,137.9,950.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2024-T361d,,,,,,72000.0,,,57000.0,,,496.4,,,393.0,,,13.0,130.0,,,,,42.0,289.6,18.0,124.1,855.7
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2024-O,,,,,,26000.0,,,11000.0,,,179.3,,,75.8,,,20.0,,,,,,18.0,124.1,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2024-T3,,,,,,65000.0,,,45000.0,,,448.2,,,310.3,,,18.0,,,,,,40.0,275.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","Alclad 2024-T4, T351",,,,,,64000.0,,,42000.0,,,441.3,,,289.6,,,19.0,,,,,,40.0,275.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2024-T361,,,,,,67000.0,,,53000.0,,,461.9,,,365.4,,,11.0,,,,,,41.0,282.7,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","Alclad 2024-T81, T851",,,,,,65000.0,,,60000.0,,,448.2,,,413.7,,,6.0,,,,,,40.0,275.8,,,
